token_id,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
40,-0.00028589603901295953,0.0007563063798005315,-0.0005565552514114958,-0.001297297790833798,-0.00048122541607535776,-0.0005986343969085119,0.0001751607397307031,-0.01789423838841451,-0.00016660442227191144,0.0005280423170174431
806,0.0008374663549425704,0.0024766629656508762,0.002434257065186664,0.001441290525810171,0.0034677048907151738,-0.004341576127368223,0.0017439803428087883,0.004589318641107787,0.004356152420826463,0.00241486942269779
509,-6.92023879987902e-05,-3.506850787232674e-05,0.00016697462802110763,-0.00016937333547961675,0.0001080576075685874,0.0001976105978085882,0.0002114415518844493,-0.000337764140820096,8.830975319276853e-05,0.00024901106349031754
33,-0.00018672890915572005,0.00023857507731164795,0.000570935515149933,0.00011588730295877814,0.00022184439454776828,0.0005932119809672412,0.0004104740279783064,0.0005441127868112128,0.0010411531447064616,-0.0027745388996560597
595,-0.00015075816315360258,0.00022728390738713244,-0.0006449058039900146,-0.0001555156719561801,-8.845700667986511e-05,0.0003257750939826276,0.00018429526546873826,0.0005540644680186516,0.00033081829002908774,0.0008550076036673302
445,-0.0007373786088069115,0.000977530493032286,0.0012964846723400765,-0.0009399699443363718,0.0008283506042102914,0.0019097284891185437,0.001546166690609252,0.0018243451580804981,0.004092830202746347,-0.009210548739347653
363,-6.346525081192978e-05,9.641406859620116e-05,0.00021942428611038123,-0.00015847099993671065,9.891402940262473e-05,0.00026652370533031267,5.806386427982882e-05,0.00020732530187443643,0.0004042748929603472,-0.0006484335062645636
913,-7.668882670068273e-05,0.00010571326688953164,0.00018310594984644046,-0.00010632251141501348,-5.4232007009151484e-05,0.00022350543479398785,0.00011685985194365492,3.869419685556541e-05,1.9122623991116533e-05,0.0005018896966944323
747,0.004726327231355078,-0.0012150169713796878,-0.0013102100804651684,-0.002238861937510217,0.0012096858650205156,0.00291317313942302,0.004838041992338324,-0.005303832934053558,0.0018241361224754157,0.003995416576060295
539,-0.00011920903826144515,0.000171843769673604,0.00038325584990633876,-0.0005520048002732314,0.0005101475037464359,0.0008362801805653491,0.00041861333366118307,-0.02800343928507376,-0.0012979406025290206,-0.0016792367631369466
1653,-0.00047250395048939676,0.0007003750757138885,0.0015333453595312851,-0.001512152417754098,0.0008380640160366715,0.0019929550730722334,0.0010378325652823372,0.004333630152167756,-0.007221347219069697,-0.0500231747698027
