,label,vector,x,y
0,the,"[-1.80670545e-01  4.93880659e-02  3.17529768e-01  2.26884395e-01
 -3.34098101e-01 -2.67990410e-01 -2.86855817e-01  7.99007893e-01
 -4.60569412e-01  5.22953235e-02  4.95807230e-02 -2.26032957e-01
 -4.90572602e-01  5.83126068e-01 -1.10901129e+00 -4.99146320e-02
  2.78057400e-02 -3.73799920e-01 -6.79809332e-01 -6.82773352e-01
  7.05060661e-01  1.04745173e+00  2.30135813e-01 -1.42780796e-01
  4.82014388e-01 -6.42085373e-01 -3.03636044e-01 -5.15980721e-01
 -5.01583934e-01 -4.53304574e-02 -3.98961455e-01  2.89720565e-01
  2.83252925e-01 -4.45647776e-01 -4.48796958e-01 -6.43668547e-02
  4.68117297e-01 -4.90330271e-02 -2.79997677e-01 -4.27659482e-01
 -5.62784910e-01 -1.26698166e-01  1.42051980e-01  2.49410093e-01
  4.65668023e-01  2.65267760e-01  3.15595865e-01  2.10000560e-01
 -1.00192249e-01  7.06728399e-01 -5.54666698e-01  8.56557250e-01
 -3.76645386e-01 -4.78790134e-01 -1.28654376e-01 -5.29447310e-02
  8.12480673e-02 -6.75429821e-01 -1.72642872e-01  4.80772942e-01
 -1.85416937e-01 -5.47125816e-01  5.47913574e-02  3.44983190e-01
 -6.13501742e-02 -3.92635286e-01 -5.24845839e-01  3.84844482e-01
  2.87262231e-01  1.54690057e-01  1.83960572e-01  3.98354322e-01
  4.55213487e-02 -3.47641051e-01  3.10450256e-01  2.02509463e-01
  3.68487030e-01 -2.40694761e-01 -4.73444521e-01 -1.84186548e-01
  5.79677761e-01  3.09833169e-01  3.11675876e-01  5.10304868e-01
 -7.75879681e-01  2.37368912e-01  6.03149593e-01 -2.86832631e-01
 -4.23202775e-02  2.50505567e-01  1.86616909e-02 -8.09931383e-02
  1.27850339e-01  4.45477009e-01 -3.32123995e-01  9.35543954e-01
  1.76663175e-01 -2.99387783e-01 -2.83904433e-01  1.13086849e-01
 -9.55701172e-01 -2.53523160e-02  4.63273376e-01 -2.51718700e-01
  2.73105413e-01 -4.25263345e-01 -5.22692427e-02  7.29190290e-01
  1.32271230e-01 -3.59326392e-01 -2.01359078e-01 -3.37574854e-02
  7.36978091e-03  3.79001826e-01  3.14725101e-01  8.64041448e-01
 -4.22495380e-02  8.39955866e-01 -5.09335220e-01  1.15038671e-01
 -2.21967101e-01  1.36706233e-01  3.35372537e-01 -6.93940461e-01
  5.07325470e-01 -5.18573448e-02 -1.48873761e-01 -1.08685166e-01
  6.67234510e-02  8.95083964e-01  5.33483148e-01  3.98418531e-02
  1.28172308e-01  8.59629139e-02 -2.05936134e-02 -1.18834294e-01
  8.60438943e-02  1.84961930e-01  6.22942626e-01  2.92450517e-01
  3.01176041e-01 -1.02358349e-01 -9.03798997e-01 -3.02592754e-01
 -2.45177150e-01  1.19664237e-01  2.81905979e-01 -6.20901227e-01
  5.74502110e-01 -5.28288782e-01  3.50626707e-01  1.81425780e-01
  8.29510987e-02  1.56014860e-01 -1.86947733e-02 -4.71081048e-01
  3.38266343e-01  1.29259795e-01 -7.23711014e-01  7.01809824e-01
 -4.78310794e-01  3.27827930e-01 -3.21162730e-01 -4.41464961e-01
 -5.47141314e-01  1.95663348e-01  8.17928389e-02 -1.79971606e-01
 -2.56067514e-01 -1.30935654e-01 -4.85806197e-01 -3.89320165e-01
  1.62390396e-01  2.05888852e-01 -1.07333861e-01 -1.15741765e+00
  5.91648147e-02 -6.06857277e-02 -6.30457178e-02  2.64854133e-01
 -5.71005821e-01  4.18777794e-01  3.42293590e-01 -3.73285919e-01
  1.67723820e-01 -3.24721709e-02  8.58048141e-01 -3.60570192e-01
  5.51363587e-01 -3.01281035e-01 -5.37616253e-01 -1.21770613e-01
  3.55139285e-01 -1.99591652e-01 -3.20258617e-01  6.36295155e-02
  6.32391050e-02 -1.98159064e-03  1.80110931e-01 -2.81893760e-01
  5.07232070e-01  3.46352696e-01  3.44842076e-01  5.40903091e-01
  6.33585691e-01  7.55610168e-01  1.12888798e-01 -5.06977022e-01
 -2.85938174e-01  1.63403731e-02  1.39491454e-01 -3.20890725e-01
  8.21676135e-01 -9.70588624e-01 -6.41586201e-04 -1.43941179e-01
  2.87902832e-01 -2.29466513e-01 -1.02101624e+00  1.13520762e-02
 -2.06222415e-01  1.67885005e-01 -2.12985381e-01 -1.51217014e-01
  2.63577372e-01 -4.46921647e-01 -1.40190348e-01  2.13956177e-01
 -1.37600869e-01 -4.24621344e-01  7.83820987e-01 -3.59122366e-01
 -7.34848976e-01  1.26688167e-01 -5.13023376e-01  5.52375987e-02
 -1.25040740e-01 -2.59526640e-01  3.59060526e-01 -1.17847368e-01
 -4.95607406e-01 -4.90396529e-01 -1.53474405e-01  1.70024633e-01
  5.20041347e-01 -3.50297809e-01]",-9.574657,-9.686102
1,I,"[-0.6053084   0.33670726  0.65480804 -0.25266683 -0.02639338  0.82757336
 -0.14799242  0.20952162 -0.1833356   0.16577992 -0.44412205 -0.54031724
  0.03525146 -0.13966662 -0.1341558  -0.08960135  0.4438177   0.31450257
 -0.7196945   0.61597323  0.71823865 -0.45637196 -0.09768642  0.2745892
 -0.05823302  0.55310994  0.12728442 -0.06593255 -0.54020786  0.7064822
  0.2892766  -0.2975747  -0.45585516 -0.3720839   0.8934988  -0.10487454
 -0.5661676  -0.40529025  0.0397708  -0.11474573  0.13549656 -0.98302346
  0.16775553  0.0347549  -0.9388855   0.37283757  0.6664965  -0.5528181
  0.6896018   0.512072    0.6002988  -0.1484973   1.0876898   0.28231397
 -0.9241461   1.0399964   0.03694119  0.14478596  0.3419136  -0.3325381
  0.4922841  -0.49115303  1.0608714  -0.04149941  0.85040647  1.4925587
 -0.3177814  -0.30251005 -0.20218658 -0.8517595   0.82719576 -0.35168254
  0.54275227  0.71511984 -0.01087577 -0.22594278  0.00745839  0.30614522
 -0.64318573  0.23149575 -0.46362028  0.21942253 -0.44222447 -0.58779997
  0.59178704 -0.38617975 -0.44819608 -0.23391506  0.22977631 -0.1139738
  1.2522972  -0.7505914   0.21908194  1.1492018  -0.26746306 -0.18597667
  0.2701506  -0.16642502  0.16992144 -0.06607782 -0.5669457   0.0183472
 -0.20058294 -0.2069671   0.6999413  -0.01594964  0.15036191 -0.48642904
  0.18316127  0.30835658 -0.01609674  1.0951871   0.5622004  -0.82173353
  0.2487519  -0.73989207 -0.07800125 -0.43269145  0.54841125  0.07989897
  0.05971154 -0.3882504  -0.24972062 -0.5419822   0.94084334 -0.23750208
 -0.83799875  0.37625086 -0.953157   -0.03634722 -1.0562153   0.48816687
 -0.06036315 -0.5966793   0.08727532  0.7783384   0.01527517 -0.3050248
 -0.76802766 -0.44755003  0.697357    0.5881878   0.18227808 -0.05097713
 -0.27782443 -0.9241244   0.00524522  0.9511586   0.07217774 -0.5861131
  0.15168156 -0.00305461 -0.02790439 -0.9172603  -0.2937282   0.08424576
  0.03646767 -0.98855084  0.5932526   0.27318347  1.1726723  -0.29131004
  0.09260793  0.6567118   0.9367683   0.54053515 -0.36858168  0.32175788
 -0.42135963 -1.3070602   0.5956889   0.27721444  0.6534321  -0.18553261
 -0.29311782 -0.7333025   0.10206736  0.3984778  -0.40257955  0.13462885
  0.51820445  0.3077003   0.00226236  0.8203557   0.310589    0.23496617
  0.27562156 -0.43116122  0.33285162 -0.585683   -0.1767693   0.07848816
 -0.1556468   0.09907149  0.26620024 -0.20811227 -0.47767466  0.3538855
  0.5085607  -0.8723942   0.29580167 -0.07222925 -0.20691913 -0.04489899
  0.4950639  -0.03043827  0.33172834  0.7072479   0.22240627 -0.74516726
  0.05353092  0.48123586 -0.88062376  0.86261785  0.4765443   0.12462103
  0.27250054 -0.2296888   0.27036718 -0.27789724 -0.22209246 -0.09959468
  0.08251218  0.5734591  -0.7485479   0.60578096  0.2793008  -0.31179258
  0.1793234  -0.6330135  -0.87902415  0.5628645   0.11744491 -1.2085583
 -0.06797288  0.04089219  0.3816467  -0.5442986  -0.39210963 -0.6699448
  1.4881334   0.5850462  -0.60160404 -0.06449284 -1.030573   -0.7986303 ]",9.392219,18.125475
2,a,"[ 0.4553688   0.30349332  0.5633151  -0.4335237   0.47694153  0.38206488
  0.19740844 -0.03690327 -0.85191214 -0.00193162  0.13485552 -0.34448263
 -0.2761616  -0.08871587  0.59508425  0.22009596 -0.38311574 -0.36186004
 -0.76391625  0.08951822 -0.24114336 -0.5236      0.40938684 -0.41077828
  0.00258079 -0.09105464 -0.77087474 -0.09265644 -0.30766365 -0.2561427
  0.6722877   0.5952064  -0.04320375 -0.74678546 -0.32144603 -1.0049
  0.4183458  -0.1988884   0.63920826 -0.05102166 -0.6065043  -0.6390936
 -0.30467615  0.6140858  -0.29471833  0.4626251   0.3396925   0.3447629
  0.96850145 -0.277168    0.4289256  -0.23849367 -0.07113621 -0.06353785
  0.08931542  0.49886867  0.35649478 -0.09833838 -0.02634221 -0.39937547
  0.18061386  1.3408169  -0.47847885  0.04981205  0.38981193 -0.4172693
 -0.02313954 -0.3943419   0.476995   -0.82294136 -0.01611484 -0.21901144
 -0.40213475 -0.43482012  0.25215068 -0.03829768 -0.8612589  -0.7228024
 -0.01798972  0.60034585 -0.04821024 -0.10445499  0.4621905   0.6396934
 -0.42589897  0.40186796  0.03889468  0.08191221  1.1189485  -0.2975481
  0.13021423 -1.2360419  -0.26969007 -0.23816781 -0.46229     0.8955638
 -0.12876678 -0.00907239  0.7339835   0.5513115  -0.9758754  -0.20949809
 -0.01870026  0.45507178  0.29963374 -0.45356125 -0.0404741   0.03184754
  0.03469679 -0.54300064  0.9694137   0.02922836  0.17263335 -0.31849283
  0.91192895 -0.26821548 -0.13572891 -0.5660897   0.04495316 -0.9622256
 -0.41954124  1.2318726  -0.01536704 -0.05162698  0.50786823  0.29037535
  0.53412515 -0.8903739  -0.00470318  0.3310484   0.7162749  -0.7336146
  0.36385232  0.82135874 -0.3802477  -0.44853532  0.37916586 -0.22145328
 -0.08593827  0.7250762  -0.03331427 -0.37210557 -0.6501707  -0.4372336
  0.4258233  -0.03769983 -0.49722853  0.01809107  0.7496491  -0.35773662
  0.6625092  -0.8278215   0.6446563   0.0784687  -0.13592048 -1.288293
 -0.19437598  0.48016337 -0.46843493 -0.45986918 -0.33107436 -0.3987751
 -0.48337504 -0.6895529  -0.44774798 -0.4529701  -0.364519   -0.23874758
  0.1678429  -0.63021225  0.31736442  0.7712043   0.32589734  0.78883785
 -0.965474    0.11821496 -0.3077935   0.0557125  -0.3298076   0.49300838
 -0.47316197  0.5170829   0.14374107 -0.2970392   0.54983664  0.2287033
 -0.31298602  0.3860933   0.3679492  -0.07708485  0.3040024  -0.23213698
 -0.5824337  -0.21243045  0.5224101  -0.68522125 -0.4638464   0.31343433
 -0.17667393 -0.42848703  0.11524341 -0.3160649  -0.06144666 -0.14766847
  0.30751637  0.14962116  0.25919834  0.38607746  1.2508545   0.18321744
  0.5556149   0.04978203 -0.764278    0.07306604  0.3600046   0.29615888
  0.1279203  -0.46667483 -0.16571428 -0.15275754 -0.2779519  -0.3579424
 -0.65450436  0.27923948 -0.05186462  0.65763277 -0.568374   -0.967474
 -0.17146052 -0.29136702 -0.5891746   0.05529825 -0.41396567 -0.4201255
 -0.4667783  -0.069231    0.2136737   0.6914482  -0.43460235  0.2912035
 -0.45219758 -0.38597313 -0.63113445 -0.23977625 -0.17814305  0.34341905]",6.9558907,-13.670441
3,you,"[-0.8957581  -0.18056393 -0.3364787  -1.0080394  -0.03757821  0.53818315
  0.332147   -0.18119316 -1.0529215   0.06508686  0.3232167  -0.32395884
 -0.34526     0.32611892  0.09731732 -0.36108258 -0.51824844  0.42487052
 -0.59254086  0.43621355  0.07064819 -0.47368184  0.1214719  -0.03658121
 -0.40226293  0.23945607  0.6286892   0.6832233  -0.84767735  0.08609373
 -0.658379   -0.59691244  0.38873935 -0.19508766  0.5516534  -0.37506393
 -0.59347963  0.683955   -0.02843476  0.12659848  0.02366096 -1.1750938
 -0.17957753 -0.1531884  -1.0120884  -0.03675755 -0.2139111  -0.06478269
  0.44910654  0.30855155  0.6481771  -0.69855535  0.19116427  0.07051764
  0.4448651   0.3440681  -0.40412885 -0.2324359   0.02313259 -0.27861768
 -0.01397118  0.5816537   0.6159721   0.1451915   0.10035579  0.871141
  0.07015231  0.7656942   0.4050994  -0.60787237 -0.65393376  0.04712967
  1.056128    0.43292835  0.22363798  0.26326427  0.5100324   1.0527508
 -0.7913824   0.30525607 -0.3083744  -0.22558239 -0.1615793   0.40902779
  0.86164445 -0.69888365  0.46272472 -0.312745   -0.04429733 -0.15112942
  0.40864757 -0.12618501  0.7130102   0.7296067   0.2008796  -0.6448707
  0.00848783  0.6611585   0.7279461   0.20299134 -0.11803232 -0.77733505
 -0.6647033   0.61982596 -0.21342151  0.59672683 -0.263513   -0.7077991
  1.0279177   0.7267794   0.51081556  0.34272468  0.02998107  0.16609837
 -0.4659015  -0.5800388   0.44932175 -0.2022684   0.7290202   0.49528554
 -0.07920206 -0.32641962  0.12418104 -0.3543166   0.92948186 -0.66507596
 -0.75463563  0.00913254 -0.00261556  0.01972871 -0.4047872   0.70471245
 -0.29436693  0.11982626  0.42335135  0.6723376  -0.00483572  0.27259952
 -1.0090685  -0.9638364   0.33962074  0.01767064  0.3806557  -0.06379983
 -0.09088127 -0.20585576  0.16597156  0.4297613   0.01042003 -0.9920927
 -0.52890843 -0.29292318  0.15385097 -1.0050926   0.9506683   1.3112701
  0.55732834 -0.33912888 -0.01148108  1.2446872   0.16032304 -0.46175036
  0.03648328  0.35558626  1.1230793   0.45191526 -0.35432705 -0.6627032
 -0.04762833 -0.26891088  0.40529892 -0.7093553   0.57421654 -0.7939846
 -0.3494303  -0.28855494 -0.32125548 -0.36546934 -0.05351964 -0.24234432
  0.9036512   0.19154745  0.2033243   0.79776615 -0.42453074 -0.18321341
 -0.34484926 -0.51090336 -0.79175156  0.47100902 -0.03359149 -0.43423867
  0.10287754  0.19006483  0.42997876 -0.14511807 -0.34985092  0.24882884
  0.45001927  0.05633535 -0.24934854  0.7810837  -0.02631353  0.38060147
 -0.01594599 -0.69858134 -0.31770465  0.84986085  0.55469936 -0.46092612
 -0.06403547  0.35020596 -1.2005348   1.0250502  -0.04326695  0.95727295
  0.56275547 -0.35640132  0.5463254  -0.93589556  0.26649725 -0.32866082
 -0.6790443   0.35349634  0.25786436  0.07733487 -0.4696893  -0.6804505
 -0.675662   -0.8844236   0.05433034  0.10268204 -0.01468247  0.30434406
 -0.7164388  -0.11133384  0.24068882  0.08130441 -0.07923531  0.0765764
  0.06394092  0.64618623 -0.78982824 -0.6890222  -0.19265427  0.28149155]",16.372227,32.85964
4,to,"[-0.37850505 -0.05528541  0.18446839  0.20465712  0.54365957  0.13756238
 -0.4188225   1.7372109  -0.07324076  0.16877832  0.17517255 -1.3305359
 -0.24354489  0.46307746 -0.03539913 -0.11317755  0.23070966 -0.62175614
  0.45928866 -0.7219585  -0.35909    -0.11415559 -0.28339362 -0.14342892
  0.42837375 -0.28036204  0.5178442   0.212597    0.73479545 -0.5649908
  0.59318525  0.25319517 -0.5118774   0.19121812  0.749933   -0.09514613
 -0.6685736   0.1642416   0.92967117 -0.37782532  0.57999575  0.6596714
  0.36195195 -0.7353152   0.97205824 -0.08979045  0.5152413  -0.19651875
  0.7077809   0.90481377  0.39005792  0.16847283  0.03763334  0.06204688
  0.04069224 -0.1565588  -0.03089627 -0.08233622 -0.7681065   0.90287447
  0.06899052  0.09891314  0.550555   -0.21735299  0.0801065   0.43905008
 -0.24745052 -0.62693816 -0.5978384   0.30472475  0.74273026  0.46779206
 -0.73245996  0.48964176  0.8659862   0.78955734 -0.72250795 -0.8119962
 -0.4394063   0.29183358 -0.84420186  1.0093098  -0.8274819  -0.3331907
  1.1019995  -0.08707761 -0.22048403  0.26247898 -0.74263453  0.41298288
 -0.18049283  0.4267038   0.7084073  -0.39532456 -0.857063   -0.22466135
  0.24590181  0.83225316  0.36433625 -0.46047348 -0.20618722 -0.18712063
 -0.40640104  0.5158022  -0.4911566  -0.35127655  0.969734   -0.27873263
  0.9198707  -0.21673542 -1.1510104  -0.07106475  0.0395716  -0.36959493
  0.94985527 -0.46181095  1.0072539   0.5762048   0.2511756   0.32747313
  0.27914923 -0.03345856  0.01882541  0.6550056  -0.52254343 -0.6550506
 -0.8266731   0.8214143  -0.44495186 -0.3732151  -0.44805765 -0.6246193
 -0.05642822 -0.3249635  -0.10330954 -1.0251104  -0.3445529  -1.1898185
 -0.23788081 -0.30848432 -0.19815004  0.36254537 -0.8285779   0.63266987
  0.19389911 -0.24188301  0.34369093 -0.14698412 -0.20145221 -0.13622946
  0.5977442   0.32171685  0.4475171   0.42414564  0.01771242 -0.5157331
 -0.87247884 -0.7325697  -0.11882706  0.31073526 -0.16704547 -0.24409793
  0.17947055 -0.6295547   0.3050823   0.46687755  0.17629068 -0.18308815
 -0.00538332 -0.63545644 -0.134678   -0.19987501 -0.03911377 -0.61667305
 -0.7914295  -0.40552768  0.1940189   0.31252995 -0.29577756  0.01045103
  0.26484302  0.34704104  0.5433847   0.8280825  -0.49310863  0.2151705
 -0.29878047 -0.03329077  0.48190758  0.59791195  0.35765022 -0.07746155
 -0.14448124  0.2822188  -0.05803705 -0.4092166   0.3763414  -0.0860455
  0.07122337  0.0504164   0.7800695  -0.00967296 -0.71085846 -0.04367178
  0.27811426  0.36474085  0.03379015 -0.536771   -0.57109416 -0.25914064
  0.6903086  -0.4280514  -1.0890803  -0.19574714 -0.31831703 -0.37954175
 -0.5017502  -0.15544757  0.5922126  -1.1207428   0.6741313   0.6546841
 -0.10322853  0.06331462  0.49749705  0.39060682 -0.02074751  0.21856569
 -0.12232248  0.5521216  -0.33480263 -0.4293885  -0.50202197  0.5562001
 -0.26858115 -0.0767364  -1.0008495   0.36617184  0.16578972  0.52962124
  0.34505558 -0.17674355 -0.9105824   0.6876702  -0.90300727 -0.2008366 ]",27.152044,29.106546
5,and,"[-5.97533770e-02 -3.03538620e-01  6.53787553e-01  2.22681537e-01
 -1.59314305e-01 -4.27960157e-01  1.91304699e-01 -4.27644879e-01
 -2.32318416e-01 -6.63198709e-01  2.48614699e-01 -4.77724403e-01
  9.66903716e-02  2.04825446e-01 -1.04854226e-01 -1.87056512e-02
  6.48488224e-01 -2.08123654e-01 -2.15690583e-02 -1.58645257e-01
  2.79309273e-01 -3.35218638e-01 -6.14900112e-01 -3.13492380e-02
 -1.85780600e-02  1.53233528e-01  7.44361489e-04 -4.87215556e-02
  2.05269381e-01 -3.80021691e-01 -7.22887218e-02 -1.16796650e-01
  2.87120929e-04 -1.53617039e-01 -1.03198133e-01 -3.64289403e-01
 -1.37809455e-01  3.97736132e-01  4.13124502e-01 -3.34886253e-01
  2.51189709e-01  4.26878422e-01  1.83646217e-01  1.06290706e-01
  5.23876287e-02  1.95842370e-01  1.07833043e-01 -2.58123040e-01
 -7.60621279e-02  2.11389855e-01 -8.71866524e-01  2.91956961e-01
 -4.03032064e-01  2.96914876e-01  2.00904772e-01 -1.12891518e-01
  7.42678195e-02  9.21612382e-02 -3.17517608e-01 -5.82466461e-02
 -2.12716371e-01 -1.85080171e-01  9.66877118e-02  1.28621548e-01
  2.79789150e-01  8.02797899e-02 -1.89515892e-02 -2.67529607e-01
 -1.66498318e-01  1.09440543e-01 -1.69564322e-01  4.03034151e-01
 -4.62196410e-01  1.00849167e-01 -7.75490701e-01 -6.97849751e-01
 -4.30873573e-01 -3.49250168e-01  2.49227598e-01 -1.38792174e-03
 -2.58881748e-01  3.36545467e-01 -1.33164108e-01 -2.18395647e-02
 -3.85797292e-01 -8.75830874e-02 -8.84076580e-02  2.53141582e-01
 -3.27488720e-01  1.85101840e-03  1.57565579e-01  2.41502583e-01
  3.48819822e-01  1.34022638e-01 -2.46197701e-01 -2.18225077e-01
 -1.88585013e-01 -9.18022394e-02 -8.92403647e-02  2.15884522e-02
 -5.82435988e-02  5.26904643e-01  1.24580838e-01  8.71289000e-02
  3.69372249e-01 -1.53863117e-01 -9.23326388e-02  2.15118736e-01
  2.40174890e-01  1.00810111e-01 -2.28092298e-01  2.81516686e-02
 -1.82966322e-01  4.31743175e-01 -7.65974373e-02 -9.56973061e-02
 -4.98820037e-01  7.40457028e-02 -6.74867988e-01 -2.76237547e-01
  8.17911476e-02 -1.17611075e-02 -8.94030109e-02  1.61416054e-01
 -1.47975951e-01  2.40028799e-01  4.05235112e-01  3.71957272e-01
 -1.52098686e-01  8.73988330e-01 -8.54039937e-02 -7.67264813e-02
  2.87092566e-01 -2.71062225e-01 -4.46405768e-01 -2.73540169e-01
 -4.41145599e-01 -3.09886754e-01 -8.17151740e-02 -3.19128454e-01
 -1.69848561e-01  1.35776326e-02 -2.97803849e-01  2.23721579e-01
  4.91139442e-01 -5.17691672e-01  4.87732328e-02 -2.46462926e-01
  2.77362645e-01 -9.40715745e-02 -1.02836110e-01  7.55398214e-01
  4.51138556e-01  1.34203047e-01  1.97560079e-02 -1.89011142e-01
  2.95210276e-02  3.79907377e-02  1.90476328e-01 -7.33832836e-01
  1.21847145e-01  6.57886028e-01 -2.81201124e-01 -2.33193800e-01
 -3.72444689e-02  2.59551913e-01  8.66983980e-02 -5.51852822e-01
 -1.07250519e-01 -9.53442901e-02 -1.95622116e-01  2.26618443e-02
  3.13758284e-01 -6.50045753e-01  2.32968092e-01  2.71067340e-02
 -3.03284973e-01  3.86869937e-01 -3.97340178e-01 -2.35166579e-01
  3.19880098e-02 -4.37975019e-01 -1.11187855e-02 -4.31736419e-03
 -1.52238309e-01 -1.78485170e-01 -1.23364264e-02 -3.01448911e-01
  6.87393025e-02 -3.04255784e-01  2.59548336e-01 -4.08470571e-01
  1.98631182e-01  5.49215376e-01 -3.38028550e-01  2.28711814e-01
  2.43562102e-01  2.13727638e-01  6.65616691e-01 -4.19858932e-01
  2.88226098e-01  2.23440468e-01  2.89368480e-01  1.16468072e-01
  9.99222994e-02  1.32470652e-01 -3.85998100e-01 -4.17755023e-02
 -4.32972223e-01 -2.30523854e-01  3.12115759e-01 -5.08495688e-01
  4.82892573e-01 -5.52259266e-01 -3.63142103e-01 -7.10004270e-01
 -4.20435905e-01 -1.44095272e-01  3.08532417e-02  9.57932696e-03
  2.75040846e-02  3.83815020e-01  1.96089178e-01 -3.00228059e-01
 -2.62422115e-01 -2.90131688e-01  4.23252732e-01  7.20395595e-02
  7.85951167e-02  7.83042252e-01 -2.27963012e-02 -7.30012506e-02
 -1.69830814e-01  3.72478604e-01  4.56846267e-01  3.85561377e-01
 -2.13556230e-01  1.81089416e-01 -2.62181073e-01  9.02119651e-02
  1.21936902e-01 -3.19175929e-01  4.36525941e-01 -5.86859211e-02
 -5.97272068e-02 -2.07200751e-01]",-4.7183075,24.869322
6,my,"[-2.87926048e-01  5.30116618e-01 -1.76718906e-01  2.66767144e-01
 -9.58292335e-02  3.61150742e-01 -8.35210234e-02 -8.19824710e-02
  5.51669717e-01  8.88897758e-03 -2.01980531e-01  9.03255284e-01
  6.31009042e-01 -3.10843080e-01  3.32549691e-01  5.62360823e-01
  3.71577084e-01  3.35062534e-01 -3.27730268e-01 -3.48707497e-01
  7.50368595e-01  5.04811704e-01 -4.71698307e-02  2.54489873e-02
 -3.74581781e-03  4.44760352e-01  1.18265480e-01  3.68611395e-01
 -6.45328343e-01 -2.63923734e-01  5.18978238e-02  7.20678329e-01
 -4.00374293e-01  4.17720616e-01 -5.38082480e-01 -1.40337074e+00
 -3.35007966e-01 -5.70621490e-01 -2.30720639e-01 -5.37038088e-01
 -2.17064247e-01  2.15907425e-01 -3.52331668e-01 -2.89717823e-01
 -5.30056298e-01  9.33507144e-01 -5.62703013e-01 -1.70978531e-01
  5.81614733e-01 -4.07493651e-01  1.66519925e-01 -1.46996006e-01
 -2.07161710e-01 -4.49814618e-01 -5.65267622e-01 -7.63372064e-01
 -2.72571564e-01  9.19475496e-01 -3.52075428e-01  5.94379157e-02
  4.62536365e-01 -2.31204212e-01 -5.71960866e-01  3.93098831e-01
  2.79383123e-01  2.57812113e-01 -9.41000521e-01 -5.62809050e-01
  2.88731288e-02  1.16329730e+00  9.35842544e-02 -3.60496879e-01
  6.10339999e-01 -4.65899676e-01 -6.46889985e-01 -6.00223057e-02
  6.78599179e-01 -2.08179444e-01 -1.66299582e-01  3.18800062e-01
  4.95510280e-01  2.37865597e-01  4.47278798e-01  7.25488514e-02
  1.52043225e-02  2.13801190e-01 -1.87516242e-01 -2.15829432e-01
  1.02825952e+00 -3.87697160e-01  1.14485204e+00  4.64331865e-01
 -4.98690605e-01  6.76327825e-01 -8.37341309e-01  5.97408533e-01
  5.88350415e-01 -1.69113949e-01 -4.70120199e-02  5.76564550e-01
 -9.38752770e-01 -2.24463157e-02  2.85530329e-01  3.21852177e-01
 -3.74833681e-02  3.20312113e-01  2.61613786e-01 -2.02868819e-01
 -3.60291570e-01  2.28612155e-01 -3.64826709e-01  3.23514700e-01
  1.67914009e+00  2.87208557e-01  4.50482160e-01  4.16061431e-01
 -2.93942481e-01 -3.29875290e-01 -2.49951988e-01  4.21048284e-01
  4.56694633e-01  6.43974006e-01 -3.92318159e-01  1.93111733e-01
  4.50033806e-02  1.31299952e-04 -1.16696395e-01  1.62232831e-01
  2.24374920e-01  8.30314159e-01  7.38566667e-02 -2.66196337e-02
  2.55310144e-02 -6.10087365e-02 -2.23603263e-01  5.09550095e-01
 -4.09435362e-01  6.09876990e-01  1.35743812e-01  7.03379929e-01
 -5.89169264e-01 -1.20198652e-02 -3.00172091e-01 -5.98692656e-01
  1.06351352e+00 -3.19469273e-01  1.35840937e-01  2.95744181e-01
  3.59040409e-01  4.49663460e-01  6.95327818e-01 -1.03205419e+00
 -5.20882368e-01 -2.75775701e-01  2.87530273e-01 -4.31653440e-01
  6.00009441e-01 -5.88759959e-01  4.14369583e-01  3.14715356e-01
  2.98057258e-01 -5.96754951e-03 -1.05917823e+00 -9.44679499e-01
 -6.13983393e-01 -7.52545893e-01  1.93771303e-01  4.72494572e-01
  2.79446304e-01 -5.74040771e-01 -2.51003712e-01 -1.72365516e-01
 -2.66602606e-01  7.16793060e-01 -1.87689424e-01 -6.39000356e-01
  1.41791165e-01  8.03487480e-01 -4.22975957e-01 -6.41916931e-01
 -2.93468952e-01 -4.64687049e-01  2.57082403e-01  4.69786584e-01
  1.11583495e+00  2.51690179e-01  5.81853747e-01 -2.66763091e-01
 -4.01881665e-01 -2.44308840e-02 -6.06499314e-01 -5.83940208e-01
  2.01065782e-02  3.66868428e-03  4.77518320e-01  2.45306835e-01
 -4.10528749e-01 -4.76964206e-01  1.60302415e-01 -6.75805628e-01
  4.49489057e-01  3.14101815e-01 -2.99968254e-02 -5.68393588e-01
  6.37555897e-01 -2.21978530e-01 -5.83929181e-01 -9.60677326e-01
 -8.82975399e-01  2.20966950e-01 -2.40150541e-01 -1.32506359e+00
 -3.70137334e-01 -3.74223650e-01  1.16205335e+00 -1.31584138e-01
  2.10278943e-01  3.29180360e-01  2.18266934e-01 -4.12641793e-01
 -4.36854303e-01  9.07765329e-02 -9.72636521e-01  4.87048954e-01
 -4.96842861e-02  4.67564851e-01  1.72525659e-01 -7.78352320e-02
  6.42565906e-01 -6.90082788e-01  3.39965701e-01  5.29308856e-01
  3.49824876e-01 -7.56089807e-01 -3.67728442e-01 -4.58851904e-01
  9.83642712e-02 -3.19016844e-01  6.97282255e-01 -5.74357450e-01
 -1.49234356e-02 -1.39762878e-01 -1.84758931e-01 -3.46303880e-01
 -5.78932643e-01 -3.73591661e-01]",-24.77041,-32.78966
