artist,0,1,2,3,4
Rich Homie Quan,0.09838274932614555,0.09568733153638814,0.0,0.0,0.8059299191374663
Rich The Kid,0.0,0.10953346855983773,0.09939148073022312,0.0,0.7910750507099391
Rick Ross,0.011363636363636364,0.0,0.1755050505050505,0.3005050505050505,0.5126262626262627
Rittz,0.13924050632911392,0.04272151898734177,0.05221518987341772,0.4620253164556962,0.3037974683544304
"Royce da 5'9""",0.2656546489563567,0.07020872865275142,0.2732447817836812,0.3908918406072106,0.0
Run–D.M.C.,0.05200945626477541,0.6052009456264775,0.0,0.34278959810874704,0.0
Russ,0.1417004048582996,0.3481781376518219,0.5101214574898786,0.0,0.0
SUICIDEBOYS,0.6083086053412463,0.0,0.20771513353115728,0.0,0.18397626112759644
Sage Francis,0.0423728813559322,0.0,0.5988700564971752,0.3587570621468927,0.0
Salt-N-Pepa,0.28623853211009176,0.3853211009174312,0.0,0.3284403669724771,0.0
ScHoolboy Q,0.645910780669145,0.0,0.02973977695167286,0.17936802973977695,0.1449814126394052
Scarface,0.3605015673981191,0.0,0.08620689655172414,0.5532915360501567,0.0
Skyzoo,0.0,0.36363636363636365,0.12878787878787878,0.49242424242424243,0.015151515151515152
Snoop Dogg,0.5458786936236392,0.0,0.03732503888024884,0.416796267496112,0.0
T.I.,0.2848101265822785,0.1518987341772152,0.0,0.07088607594936709,0.49240506329113926
Talib Kweli,0.06272401433691756,0.1917562724014337,0.06451612903225806,0.6810035842293907,0.0
Tech N9ne,0.12097812097812098,0.2084942084942085,0.03861003861003861,0.5302445302445302,0.10167310167310167
The Game,0.3563579277864992,0.09576138147566719,0.2119309262166405,0.3359497645211931,0.0
The Roots,0.07407407407407407,0.22962962962962963,0.022222222222222223,0.674074074074074,0.0
Three 6 Mafia,0.7231352718078382,0.10872313527180784,0.0,0.0,0.168141592920354
Too short,0.34845360824742266,0.06907216494845361,0.0,0.1824742268041237,0.4
Travis Scott,0.26465364120781526,0.07460035523978685,0.17939609236234458,0.0,0.48134991119005327
Trick Daddy,0.5581395348837209,0.060077519379844964,0.0,0.19186046511627908,0.18992248062015504
Trina,0.5894160583941606,0.0,0.0,0.14233576642335766,0.26824817518248173
Twista,0.46567164179104475,0.23134328358208955,0.06865671641791045,0.23432835820895523,0.0
Tyga,0.4755661501787843,0.12872467222884387,0.0,0.0,0.3957091775923719
"Tyler, The Creator",0.0,0.1162227602905569,0.43099273607748184,0.1016949152542373,0.35108958837772397
UGK,0.496309963099631,0.0,0.0,0.16051660516605165,0.34317343173431736
Vince Staples,0.6681127982646421,0.0,0.1561822125813449,0.07592190889370933,0.09978308026030369
Wale,0.10149942329873125,0.05651672433679354,0.3333333333333333,0.11649365628604383,0.39215686274509803
Watsky,0.20884520884520885,0.0,0.4201474201474201,0.371007371007371,0.0
Wiz Khalifa,0.042119565217391304,0.16576086956521738,0.3125,0.0,0.4796195652173913
Wu-Tang Clan,0.02900763358778626,0.45190839694656487,0.07633587786259542,0.44274809160305345,0.0
Xzibit,0.3315508021390374,0.0427807486631016,0.09982174688057041,0.34402852049910876,0.18181818181818182
YG,0.825354609929078,0.0,0.0,0.13297872340425532,0.041666666666666664
Yasiin Bey,0.025179856115107913,0.19964028776978418,0.2841726618705036,0.4910071942446043,0.0
Young Thug,0.12558139534883722,0.05813953488372093,0.0,0.040697674418604654,0.7755813953488372
YoungBoy Never Broke Again,0.4945054945054945,0.0,0.0,0.21611721611721613,0.2893772893772894
​cupcakKe,0.7272727272727273,0.0,0.1322314049586777,0.14049586776859505,0.0
